kml_file,type,name,order,lat,lon,station,dir
doc.kml,Polygon,Linea_13-B,112,14.585849,-90.522631,PLAZA ARGENTINA,VUELTA
doc.kml,Polygon,Linea_13-B,1,14.584463,-90.523003,,VUELTA
doc.kml,Polygon,Linea_13-B,2,14.583191,-90.523412,,VUELTA
doc.kml,Polygon,Linea_13-B,3,14.57996,-90.524489,,VUELTA
doc.kml,Polygon,Linea_13-B,4,14.57993,-90.524562,,VUELTA
doc.kml,Polygon,Linea_13-B,5,14.579873,-90.524625,,VUELTA
doc.kml,Polygon,Linea_13-B,6,14.5798,-90.524639,,VUELTA
doc.kml,Polygon,Linea_13-B,7,14.579728,-90.524644,,VUELTA
doc.kml,Polygon,Linea_13-B,8,14.579655,-90.524598,,VUELTA
doc.kml,Polygon,Linea_13-B,9,14.579621,-90.524524,,VUELTA
doc.kml,Polygon,Linea_13-B,10,14.579612,-90.524439,,VUELTA
doc.kml,Polygon,Linea_13-B,11,14.579618,-90.524375,,VUELTA
doc.kml,Polygon,Linea_13-B,12,14.578798,-90.522911,,VUELTA
doc.kml,Polygon,Linea_13-B,13,14.57841,-90.523005,,VUELTA
doc.kml,Polygon,Linea_13-B,14,14.578012,-90.523131,,VUELTA
doc.kml,Polygon,Linea_13-B,15,14.57722,-90.523388,,VUELTA
doc.kml,Polygon,Linea_13-B,16,14.576913,-90.523498,,VUELTA
doc.kml,Polygon,Linea_13-B,17,14.576622,-90.523624,,VUELTA
doc.kml,Polygon,Linea_13-B,18,14.576023,-90.523887,,VUELTA
doc.kml,Polygon,Linea_13-B,19,14.575461,-90.524141,,VUELTA
doc.kml,Polygon,Linea_13-B,20,14.574902,-90.524416,,VUELTA
doc.kml,Polygon,Linea_13-B,21,14.573796,-90.52493,,VUELTA
doc.kml,Polygon,Linea_13-B,22,14.57358,-90.525067,,VUELTA
doc.kml,Polygon,Linea_13-B,23,14.57342,-90.525212,,VUELTA
doc.kml,Polygon,Linea_13-B,24,14.573423,-90.525319,,VUELTA
doc.kml,Polygon,Linea_13-B,25,14.573364,-90.525432,,VUELTA
doc.kml,Polygon,Linea_13-B,26,14.573229,-90.525572,,VUELTA
doc.kml,Polygon,Linea_13-B,27,14.573209,-90.525641,,VUELTA
doc.kml,Polygon,Linea_13-B,28,14.573191,-90.527489,,VUELTA
doc.kml,Polygon,Linea_13-B,29,14.572498,-90.527811,,VUELTA
doc.kml,Polygon,Linea_13-B,30,14.572219,-90.527834,,VUELTA
doc.kml,Polygon,Linea_13-B,31,14.572014,-90.527827,,VUELTA
doc.kml,Polygon,Linea_13-B,32,14.57182,-90.527787,,VUELTA
doc.kml,Polygon,Linea_13-B,33,14.5712,-90.527634,,VUELTA
doc.kml,Polygon,Linea_13-B,34,14.571035,-90.527587,,VUELTA
