kml_file,type,name,order,lat,lon,station,dir
doc.kml,Polygon,Linea_18-A,72,14.651108454837331,-90.47813829270214,ATLÁNTIDA,IDA
doc.kml,Polygon,Linea_18-A,73,14.6497247,-90.4781806,,IDA
doc.kml,Polygon,Linea_18-A,74,14.6484339,-90.4782606,,IDA
doc.kml,Polygon,Linea_18-A,75,14.648528,-90.4796528,,IDA
doc.kml,Polygon,Linea_18-A,76,14.6485857,-90.4803154,,IDA
doc.kml,Polygon,Linea_18-A,77,14.6487659,-90.4814911,,IDA
doc.kml,Polygon,Linea_18-A,78,14.6489228,-90.4825568,,IDA
doc.kml,Polygon,Linea_18-A,79,14.6489931,-90.4833978,,IDA
doc.kml,Polygon,Linea_18-A,80,14.6491023,-90.4845365,,IDA
doc.kml,Polygon,Linea_18-A,81,14.6493208,-90.486476,,IDA
doc.kml,Polygon,Linea_18-A,82,14.6498529,-90.4917262,,IDA
doc.kml,Polygon,Linea_18-A,83,14.6495013,-90.4926677,,IDA
doc.kml,Polygon,Linea_18-A,84,14.649103,-90.4929869,,IDA
doc.kml,Polygon,Linea_18-A,85,14.6487193,-90.4932616,,IDA
doc.kml,Polygon,Linea_18-A,86,14.648494,-90.4934237,,IDA
doc.kml,Polygon,Linea_18-A,86,14.648333956056549,-90.49358608680652,VICTORIAS,IDA
doc.kml,Polygon,Linea_18-A,87,14.6482197,-90.4936836,,IDA
doc.kml,Polygon,Linea_18-A,88,14.6474844,-90.4943106,,IDA
doc.kml,Polygon,Linea_18-A,89,14.6459384,-90.4955752,,IDA
doc.kml,Polygon,Linea_18-A,90,14.6451222,-90.4962572,,IDA
doc.kml,Polygon,Linea_18-A,91,14.6449016,-90.4964416,SAN MARTÍN DIRECCIÓN PLAZA BARRIOS,IDA
doc.kml,Polygon,Linea_18-A,92,14.6445805,-90.4968065,,IDA
doc.kml,Polygon,Linea_18-A,93,14.6444913,-90.4969299,,IDA
doc.kml,Polygon,Linea_18-A,94,14.6444229,-90.4970533,,IDA
doc.kml,Polygon,Linea_18-A,95,14.6443405,-90.4972779,,IDA
doc.kml,Polygon,Linea_18-A,96,14.6442347,-90.497626,,IDA
doc.kml,Polygon,Linea_18-A,97,14.6441321,-90.4979384,,IDA
doc.kml,Polygon,Linea_18-A,98,14.64401,-90.4981342,,IDA
doc.kml,Polygon,Linea_18-A,99,14.6437994,-90.4983031,,IDA
doc.kml,Polygon,Linea_18-A,100,14.6435318,-90.498456,,IDA
doc.kml,Polygon,Linea_18-A,101,14.643342,-90.498539,,IDA
doc.kml,Polygon,Linea_18-A,102,14.6433679,-90.4985981,,IDA
doc.kml,Polygon,Linea_18-A,103,14.6436088,-90.499081,,IDA
doc.kml,Polygon,Linea_18-A,104,14.6426534,-90.4994674,,IDA
doc.kml,Polygon,Linea_18-A,105,14.6421864,-90.4996815,,IDA
doc.kml,Polygon,Linea_18-A,106,14.6417452,-90.4998676,,IDA
doc.kml,Polygon,Linea_18-A,107,14.6415299,-90.4999598,,IDA
doc.kml,Polygon,Linea_18-A,108,14.6417155,-90.5003657,,IDA
doc.kml,Polygon,Linea_18-A,109,14.6419271,-90.5007822,,IDA
doc.kml,Polygon,Linea_18-A,110,14.6419651,-90.5008538,,IDA
doc.kml,Polygon,Linea_18-A,111,14.6420786,-90.5010558,,IDA
doc.kml,Polygon,Linea_18-A,112,14.6422272,-90.5013251,,IDA
doc.kml,Polygon,Linea_18-A,113,14.642316,-90.5014883,,IDA
doc.kml,Polygon,Linea_18-A,114,14.6422728,-90.5015188,,IDA
doc.kml,Polygon,Linea_18-A,115,14.6421845,-90.5015699,,IDA
doc.kml,Polygon,Linea_18-A,116,14.6420315,-90.5016557,,IDA
doc.kml,Polygon,Linea_18-A,117,14.6419114,-90.5017201,,IDA
doc.kml,Polygon,Linea_18-A,118,14.6417745,-90.5017818,,IDA
doc.kml,Polygon,Linea_18-A,119,14.6416253,-90.5018542,,IDA
doc.kml,Polygon,Linea_18-A,120,14.6412205,-90.50205,,IDA
