kml_file,type,name,order,lat,lon,station,dir
doc.kml,LineString,Linea_7,246,14.5932235,-90.5503982,USAC PERIFÉRICO,IDA
doc.kml,LineString,Linea_7,247,14.5934698,-90.5507436,,IDA
doc.kml,LineString,Linea_7,248,14.5937274,-90.5511204,,IDA
doc.kml,LineString,Linea_7,249,14.5938229,-90.5512375,,IDA
doc.kml,LineString,Linea_7,250,14.5939164,-90.5513532,,IDA
doc.kml,LineString,Linea_7,251,14.5941002,-90.5515834,,IDA
doc.kml,LineString,Linea_7,252,14.5942487,-90.5518042,,IDA
doc.kml,LineString,Linea_7,253,14.5944004,-90.5520217,,IDA
doc.kml,LineString,Linea_7,254,14.5945701,-90.552225,,IDA
doc.kml,LineString,Linea_7,255,14.594745,-90.5524243,,IDA
doc.kml,LineString,Linea_7,256,14.5951012,-90.5528189,,IDA
doc.kml,LineString,Linea_7,257,14.5952182,-90.5529557,,IDA
doc.kml,LineString,Linea_7,258,14.5953429,-90.5530858,,IDA
doc.kml,LineString,Linea_7,259,14.5954631,-90.5532212,,IDA
doc.kml,LineString,Linea_7,260,14.5955291,-90.5532869,,IDA
doc.kml,LineString,Linea_7,261,14.5955924,-90.5533533,,IDA
doc.kml,LineString,Linea_7,262,14.5960998,-90.5538589,,IDA
doc.kml,LineString,Linea_7,263,14.5962147,-90.5539874,,IDA
doc.kml,LineString,Linea_7,264,14.5963276,-90.5541287,,IDA
doc.kml,LineString,Linea_7,265,14.5964367,-90.5542766,,IDA
doc.kml,LineString,Linea_7,266,14.5965477,-90.5544192,,IDA
doc.kml,LineString,Linea_7,267,14.5970661,-90.5551182,,IDA
doc.kml,LineString,Linea_7,268,14.5974697,-90.5558042,,IDA
doc.kml,LineString,Linea_7,269,14.5979597,-90.5565901,,IDA
doc.kml,LineString,Linea_7,270,14.5982419,-90.5570461,,IDA
doc.kml,LineString,Linea_7,271,14.5983623,-90.5572378,,IDA
doc.kml,LineString,Linea_7,272,14.5985294,-90.557494,,IDA
doc.kml,LineString,Linea_7,273,14.5988243,-90.5579356,,IDA
doc.kml,LineString,Linea_7,274,14.5989757,-90.5581637,,IDA
doc.kml,LineString,Linea_7,275,14.5990436,-90.5582798,,IDA
doc.kml,LineString,Linea_7,276,14.5991108,-90.5583932,,IDA
doc.kml,LineString,Linea_7,276,14.59955417492066,-90.55910841288711,GRANAI DIRECCIÓN LA MERCED,IDA
doc.kml,LineString,Linea_7,277,14.599687,-90.5593494,,IDA
doc.kml,LineString,Linea_7,278,14.5998852,-90.5597578,,IDA
doc.kml,LineString,Linea_7,279,14.60016,-90.5602266,,IDA
doc.kml,LineString,Linea_7,280,14.6004969,-90.5608091,,IDA
doc.kml,LineString,Linea_7,281,14.6007156,-90.5611116,,IDA
doc.kml,LineString,Linea_7,282,14.6008148,-90.5612464,,IDA
doc.kml,LineString,Linea_7,283,14.6009128,-90.5613396,,IDA
doc.kml,LineString,Linea_7,284,14.6009913,-90.561413,,IDA
doc.kml,LineString,Linea_7,285,14.6010763,-90.5614824,,IDA
doc.kml,LineString,Linea_7,286,14.6011657,-90.5615428,,IDA
doc.kml,LineString,Linea_7,287,14.6012308,-90.5615847,,IDA
doc.kml,LineString,Linea_7,288,14.6012612,-90.5615985,,IDA
doc.kml,LineString,Linea_7,289,14.6013534,-90.5616394,,IDA
doc.kml,LineString,Linea_7,290,14.6014494,-90.5616729,,IDA
doc.kml,LineString,Linea_7,291,14.6015308,-90.5616913,,IDA
doc.kml,LineString,Linea_7,292,14.6016463,-90.5617067,,IDA
